Source,Contact,Comment,Plot_name,Latitude,Longitude,Elevation,Precision_level,OCS,Crop_var,Crop_status,date start,date end,Field_operation,Depth of plowing or tillage (cm),% of plot area affected,% of targeted area affected + wind sector,"Type of machines used (Tractor+tool, self-propeller (often used for harvesting),,,)","Tool description (Molbordboard plowing, Chisel, Heavy tandem disking, Sub soiler, Rotary hoeing…",Form of fertiliser,"Type of fertiliser (urea, amonium nitrate,...)",unit Kg N or other nutrient/ha,Solid_fertilizer_quantity,Liquid_fertilizer_quantity,N_kg_ha,P_kg_ha,K_kg_ha,Mg_kg_ha,B_kg_ha,Mn_kg_ha,S_kg_ha,Ca_kg_ha,fertilizer Application depth (cm),"Organic_fertilizer_type (solid manure, liquid…)","Organi fertilizer units (préférably t/ha) t/ha, m3/ha",Organic fertilizer amount,Organic fertilizer application depth (cm),% Dry matter in Organic_fertilizer,N content in organic fertilizer (gN/kg DM),C content in organic fertilizer (gC/kg DM),organic fertilizer C/N ratio,amount of organic N applied (kgN/ha),amount of organic C applied (kgC/ha),amount of organic P applied (kgN/ha),amount of organic K applied (kgN/ha),Phyto_product_Commercial Name,Phyto_product_Name active substance 1/name active substance 2…,Amount of diluted phyto product applied (l/ha or Kg/ha),Phyto_product_unit (l/ha or Kg/ha),Irrigation_quantity_mm,Length of machines use (h/ha),Total (final) Dry Mass aboveground before harvest  (T/ha),part of the plant harvested,Dry Mass harvested per type of organ  (T+ha),C content per type of organ exported (gC / Kg DM),N content per type of organ exported (gN/Kg DM),Amount C exported (T/ha),Amount N exported (T/ha),Tuber_A_Dry_Biomass_avg_T/ha,Tuber_A_weight_C_content_avg (gC/Kg DM),Tuber_A_weight_N_content_avg (gN/Kg DM),Dry mass of aboveground residues (T/ha),Grain_ear_Dry_Biomass_avg_T/ha,Grain_ear_weight_C_content_avg (gC/Kg DM),Grain_ear_weight_N_content_avg (gN/Kg DM),Grain_fruit_Dry_Biomass_avg_T/ha,Grain_fruit_weight_C_content_avg (gC/Kg DM),Grain_fruit_weight_N_content_avg (gN/Kg DM),Leaf_Stem_SD_Dry_Biomass_avg (t/ha),Leaf_Stem_SD_weight_C_content_avg (gC/Kg DM),Leaf_Stem_SD_weight_N_content_avg (gN/Kg DM)
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/3,2004/5/3,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goltix,,0.5,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/3,2004/5/3,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matrigon,,0.25,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/12,2004/5/12,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + Fertiliser spreader,,Solid,Boramax,kg/ha,200,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/12,2004/5/12,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premium,,0.5,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/12,2004/5/12,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fumesin,,0.25,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/12,2004/5/12,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goltix,,0.75,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/12,2004/5/12,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matrigon,,0.5,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/23,2004/5/23,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premium,,0.5,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/23,2004/5/23,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fumesin,,0.25,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/23,2004/5/23,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goltix,,0.5,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/23,2004/5/23,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matrigon,,0.25,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/5/31,2004/5/31,ITK_herbicide,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venzar,,"0,8 to 1",kg.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/8/7,2004/8/7,ITK_fungicidal,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virolex,,0.3,l.ha.-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/8/7,2004/8/7,ITK_fungicidal,,100,100,Tractor+ Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitan,,0.5,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2004/9/29,2004/9/29,ITK_harvesting,,100,100,Tractor + Lifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,tuber,18.96,412.7,2.8,7.82,0.053,18.96,412.7,2.8,6.59,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2004/10/14,2004/10/14,ITK_tillage+ITK_sowing,,100,100,Tractor + Rotary harrow + Seed drill ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/3/18,2005/3/18,ITK_herbicide,,100,100,Tractor + Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,IP flo,,1.5,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/3/18,2005/3/18,ITK_herbicide,,100,100,Tractor + Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verigal,,1.5,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/3/22,2005/3/22,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + Sprayer,,Liquid,FERT_solutions_N,kg/ha,,,45,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/4/12,2005/4/12,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + Sprayer,,Liquid,FERT_solutions_N,kg/ha,,,35,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/4/12,2005/4/12,ITK_growth_substance,,100,100,Tractor + Sprayer,,,,,,,40.5,,,,,,,,,,,,,,,,,,,,,Cycocel,,1,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/5/11,2005/5/11,ITK_herbicide,,100,100,Tractor + Sprayer,,,,,,,81,,,,,,,,,,,,,,,,,,,,,Harmony,,0.04,kg.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/5/11,2005/5/11,ITK_herbicide,,100,100,Tractor + Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHY_GRATIL,,0.025,kg.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/5/12,2005/5/12,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + Sprayer,,Solid,NH4NO3,kg/ha,,,40.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/5/19,2005/5/19,ITK_fungicidal,,100,100,Tractor + Sprayer,,,NH4NO3,,,,,,,,,,,,,,,,,,,,,,,,,Opus,,1,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/5/19,2005/5/19,ITK_fungicidal,,100,100,Tractor + Sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amistar,,0.5,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/5/30,2005/5/30,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + Sprayer,,Solid,NH4NO3,kg/ha,,,81,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Dekan,STC_principal,2005/8/3,2005/8/3,ITK_harvesting,,100,100,Combine harvest + Tractor,,,NH4NO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75,grain+straw,8.95 + 4.07 ,420.7+443.5,16+4,5.57,0.16,,,,4.73,8.95,420.7,16,,,,4.07,443.5,4
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2005/8/28,2005/8/28,ITK_tillage,,100,100,Tractor + cover crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2005/11/23,2005/11/23,ITK_plowing ,30,100,100,Tractor + plough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2006/4/11,2006/4/11,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + spreader,,Solid,Haspargit 0N/0P/25K +10% Calcium oxide + 30% sulphuric oven-dry,kg/ha,1100,,,,275,,,,330,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_SPUNTA,STC_principal,2006/5/1,2006/5/1,ITK_planting,,100,100,Tractor + planter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_SPUNTA,STC_principal,2006/5/2,2006/5/2,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + sprayer,,Liquid,FERT_solutions_N,kg/ha,,,117,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_SPUNTA,STC_principal,2006/5/2,2006/5/2,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defi,,4,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
